guid/image,y1,x1,y2,x2
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0042,396,912,438,972
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0155,0,0,0,0
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0148,276,579,749,1156
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0132,254,557,723,1124
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0191,373,339,468,509
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0014,406,979,444,1023
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0203,401,216,562,533
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0090,250,664,699,1176
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0062,384,932,524,1078
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0150,442,628,488,663
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0213,377,848,448,940
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0180,433,712,478,758
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0113,296,674,710,1224
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0143,279,562,713,1159
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0045,410,915,460,980
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0172,406,153,463,272
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0215,366,687,497,864
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0098,239,656,698,1197
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0066,368,855,576,1085
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0044,404,898,459,1046
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0072,337,765,637,1138
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0043,405,924,443,984
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0206,363,1049,396,1085
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0099,335,675,699,1234
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0149,670,1858,711,1914
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0118,272,623,748,1147
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0048,409,947,465,1023
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0196,362,278,411,370
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0084,264,689,758,1191
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0202,399,411,491,552
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0011,234,11,742,510
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0175,387,317,522,477
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0023,400,757,496,870
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0189,316,242,371,364
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0097,285,685,645,1206
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0156,409,678,434,717
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0151,266,605,746,1151
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0211,385,937,438,1005
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0092,234,650,703,1185
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0209,368,979,411,1037
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0088,291,693,612,1158
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0210,385,964,434,1024
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0176,378,178,568,462
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0006,397,973,455,1046
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0082,282,703,745,1192
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0212,385,913,440,987
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0116,272,623,721,1183
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0010,365,543,570,826
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0106,336,753,422,1103
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0158,414,696,448,750
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0144,296,596,693,1049
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0060,399,951,505,1082
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0166,353,273,422,392
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0207,376,1019,407,1065
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0081,240,678,692,1179
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0195,338,232,376,303
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0135,267,591,699,1063
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0029,437,821,475,879
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0186,387,1216,456,1358
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0053,401,957,484,1051
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0055,418,1105,450,1142
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0105,322,776,407,1121
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0035,441,919,482,970
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0016,407,955,446,1007
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0120,268,645,705,1075
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0173,449,254,513,422
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0018,408,931,452,986
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0136,268,569,715,1118
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0094,321,758,408,1117
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0183,405,225,595,643
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0177,339,0,713,307
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0050,408,955,463,1028
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0020,405,891,460,964
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0024,341,655,518,827
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0123,238,598,698,1171
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0019,408,910,453,971
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0009,391,755,514,920
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0121,286,636,696,1189
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0167,373,291,446,473
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0214,382,774,469,912
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0100,303,687,716,1200
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0103,293,675,707,1165
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0085,260,691,764,1194
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0005,399,1007,444,1083
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0139,281,657,695,1017
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0061,397,926,519,1082
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0001,90,12,490,419
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0089,241,658,694,1189
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0184,0,0,0,0
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0012,407,1012,442,1047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0204,397,0,664,193
5375f8e6-96e9-4f49-97ff-d5df95f12464/0185,246,818,597,1151
5375f8e6-96e9-4f49-97ff-d5df95f12464/0188,224,833,598,1174
5375f8e6-96e9-4f49-97ff-d5df95f12464/0070,236,735,643,1141
5375f8e6-96e9-4f49-97ff-d5df95f12464/0027,230,707,663,1160
5375f8e6-96e9-4f49-97ff-d5df95f12464/0128,282,709,620,1148
5375f8e6-96e9-4f49-97ff-d5df95f12464/0021,237,709,665,1147
5375f8e6-96e9-4f49-97ff-d5df95f12464/0168,209,742,622,1147
5375f8e6-96e9-4f49-97ff-d5df95f12464/0015,223,674,667,1141
5375f8e6-96e9-4f49-97ff-d5df95f12464/0104,240,717,648,1106
5375f8e6-96e9-4f49-97ff-d5df95f12464/0065,226,722,645,1144
5375f8e6-96e9-4f49-97ff-d5df95f12464/0003,238,676,668,1129
5375f8e6-96e9-4f49-97ff-d5df95f12464/0179,226,765,608,1127
5375f8e6-96e9-4f49-97ff-d5df95f12464/0096,231,716,642,1114
5375f8e6-96e9-4f49-97ff-d5df95f12464/0194,245,1125,607,1474
5375f8e6-96e9-4f49-97ff-d5df95f12464/0130,250,722,641,1110
5375f8e6-96e9-4f49-97ff-d5df95f12464/0119,207,706,644,1156
5375f8e6-96e9-4f49-97ff-d5df95f12464/0032,227,719,659,1162
5375f8e6-96e9-4f49-97ff-d5df95f12464/0114,267,713,630,1157
5375f8e6-96e9-4f49-97ff-d5df95f12464/0091,232,716,644,1115
5375f8e6-96e9-4f49-97ff-d5df95f12464/0046,238,728,665,1166
5375f8e6-96e9-4f49-97ff-d5df95f12464/0192,168,841,614,1183
5375f8e6-96e9-4f49-97ff-d5df95f12464/0193,401,1117,612,1482
5375f8e6-96e9-4f49-97ff-d5df95f12464/0169,223,729,623,1143
5375f8e6-96e9-4f49-97ff-d5df95f12464/0165,278,715,589,1095
5375f8e6-96e9-4f49-97ff-d5df95f12464/0049,239,723,680,1173
5375f8e6-96e9-4f49-97ff-d5df95f12464/0052,238,729,663,1166
5375f8e6-96e9-4f49-97ff-d5df95f12464/0141,225,758,616,1134
5375f8e6-96e9-4f49-97ff-d5df95f12464/0178,279,779,617,1178
5375f8e6-96e9-4f49-97ff-d5df95f12464/0101,240,730,643,1115
5375f8e6-96e9-4f49-97ff-d5df95f12464/0127,291,730,621,1158
5375f8e6-96e9-4f49-97ff-d5df95f12464/0162,289,751,600,1130
5375f8e6-96e9-4f49-97ff-d5df95f12464/0063,228,727,654,1159
5375f8e6-96e9-4f49-97ff-d5df95f12464/0164,226,762,613,1124
5375f8e6-96e9-4f49-97ff-d5df95f12464/0190,276,840,597,1200
5375f8e6-96e9-4f49-97ff-d5df95f12464/0117,245,722,641,1115
5375f8e6-96e9-4f49-97ff-d5df95f12464/0040,243,732,658,1156
5375f8e6-96e9-4f49-97ff-d5df95f12464/0129,275,714,614,1152
5375f8e6-96e9-4f49-97ff-d5df95f12464/0107,239,717,646,1110
5375f8e6-96e9-4f49-97ff-d5df95f12464/0134,235,729,627,1123
5375f8e6-96e9-4f49-97ff-d5df95f12464/0083,232,704,653,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0079,236,717,634,1110
5375f8e6-96e9-4f49-97ff-d5df95f12464/0108,247,733,643,1120
5375f8e6-96e9-4f49-97ff-d5df95f12464/0057,214,731,683,1182
5375f8e6-96e9-4f49-97ff-d5df95f12464/0074,249,736,652,1129
5375f8e6-96e9-4f49-97ff-d5df95f12464/0110,209,721,643,1156
5375f8e6-96e9-4f49-97ff-d5df95f12464/0039,206,724,671,1183
5375f8e6-96e9-4f49-97ff-d5df95f12464/0115,243,727,641,1117
5375f8e6-96e9-4f49-97ff-d5df95f12464/0025,226,726,673,1187
5375f8e6-96e9-4f49-97ff-d5df95f12464/0145,282,752,605,1126
5375f8e6-96e9-4f49-97ff-d5df95f12464/0071,244,733,650,1136
5375f8e6-96e9-4f49-97ff-d5df95f12464/0171,226,747,624,1123
5375f8e6-96e9-4f49-97ff-d5df95f12464/0028,221,730,677,1195
5375f8e6-96e9-4f49-97ff-d5df95f12464/0022,224,703,659,1159
5375f8e6-96e9-4f49-97ff-d5df95f12464/0031,234,721,676,1168
5375f8e6-96e9-4f49-97ff-d5df95f12464/0187,296,801,591,1137
5375f8e6-96e9-4f49-97ff-d5df95f12464/0080,243,711,646,1108
5375f8e6-96e9-4f49-97ff-d5df95f12464/0142,284,757,603,1132
5375f8e6-96e9-4f49-97ff-d5df95f12464/0008,177,681,629,1134
5375f8e6-96e9-4f49-97ff-d5df95f12464/0157,241,794,632,1163
5375f8e6-96e9-4f49-97ff-d5df95f12464/0077,241,728,639,1115
5375f8e6-96e9-4f49-97ff-d5df95f12464/0112,282,718,626,1158
5375f8e6-96e9-4f49-97ff-d5df95f12464/0146,285,759,600,1127
5375f8e6-96e9-4f49-97ff-d5df95f12464/0161,280,743,598,1133
5375f8e6-96e9-4f49-97ff-d5df95f12464/0147,228,749,611,1121
5375f8e6-96e9-4f49-97ff-d5df95f12464/0059,238,734,654,1157
5375f8e6-96e9-4f49-97ff-d5df95f12464/0087,241,706,642,1111
5375f8e6-96e9-4f49-97ff-d5df95f12464/0004,231,694,667,1133
5375f8e6-96e9-4f49-97ff-d5df95f12464/0051,240,734,662,1166
5375f8e6-96e9-4f49-97ff-d5df95f12464/0086,239,715,638,1112
5375f8e6-96e9-4f49-97ff-d5df95f12464/0153,281,751,598,1126
5375f8e6-96e9-4f49-97ff-d5df95f12464/0152,276,749,599,1127
5375f8e6-96e9-4f49-97ff-d5df95f12464/0160,284,732,588,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0069,237,740,642,1141
5375f8e6-96e9-4f49-97ff-d5df95f12464/0111,206,715,644,1157
5375f8e6-96e9-4f49-97ff-d5df95f12464/0102,243,729,637,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0041,233,731,661,1161
5375f8e6-96e9-4f49-97ff-d5df95f12464/0007,223,680,671,1112
5375f8e6-96e9-4f49-97ff-d5df95f12464/0159,273,711,586,1102
5375f8e6-96e9-4f49-97ff-d5df95f12464/0182,239,783,626,1174
5375f8e6-96e9-4f49-97ff-d5df95f12464/0068,240,738,656,1153
5375f8e6-96e9-4f49-97ff-d5df95f12464/0133,236,714,638,1112
5375f8e6-96e9-4f49-97ff-d5df95f12464/0038,232,738,668,1178
5375f8e6-96e9-4f49-97ff-d5df95f12464/0067,238,726,660,1222
5375f8e6-96e9-4f49-97ff-d5df95f12464/0037,216,736,675,1197
5375f8e6-96e9-4f49-97ff-d5df95f12464/0064,230,728,647,1161
5375f8e6-96e9-4f49-97ff-d5df95f12464/0126,205,716,652,1159
5375f8e6-96e9-4f49-97ff-d5df95f12464/0122,252,725,633,1115
5375f8e6-96e9-4f49-97ff-d5df95f12464/0154,286,757,600,1124
5375f8e6-96e9-4f49-97ff-d5df95f12464/0073,253,739,640,1131
5375f8e6-96e9-4f49-97ff-d5df95f12464/0054,251,732,660,1145
5375f8e6-96e9-4f49-97ff-d5df95f12464/0109,200,718,652,1156
5375f8e6-96e9-4f49-97ff-d5df95f12464/0056,216,724,676,1188
5375f8e6-96e9-4f49-97ff-d5df95f12464/0002,226,676,665,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0095,234,707,645,1110
5375f8e6-96e9-4f49-97ff-d5df95f12464/0013,224,679,665,1125
5375f8e6-96e9-4f49-97ff-d5df95f12464/0174,272,781,603,1160
5375f8e6-96e9-4f49-97ff-d5df95f12464/0034,234,719,670,1153
5375f8e6-96e9-4f49-97ff-d5df95f12464/0137,247,794,551,1092
5375f8e6-96e9-4f49-97ff-d5df95f12464/0026,218,731,674,1193
5375f8e6-96e9-4f49-97ff-d5df95f12464/0138,269,764,556,1086
5375f8e6-96e9-4f49-97ff-d5df95f12464/0076,232,715,647,1118
5375f8e6-96e9-4f49-97ff-d5df95f12464/0047,225,730,677,1182
5375f8e6-96e9-4f49-97ff-d5df95f12464/0125,246,738,645,1131
5375f8e6-96e9-4f49-97ff-d5df95f12464/0017,253,675,666,1111
5375f8e6-96e9-4f49-97ff-d5df95f12464/0058,227,730,664,1170
5375f8e6-96e9-4f49-97ff-d5df95f12464/0181,229,767,606,1126
5375f8e6-96e9-4f49-97ff-d5df95f12464/0033,225,715,660,1163
5375f8e6-96e9-4f49-97ff-d5df95f12464/0078,243,726,639,1114
5375f8e6-96e9-4f49-97ff-d5df95f12464/0075,229,722,653,1124
5375f8e6-96e9-4f49-97ff-d5df95f12464/0170,263,759,609,1154
5375f8e6-96e9-4f49-97ff-d5df95f12464/0093,241,724,638,1109
5375f8e6-96e9-4f49-97ff-d5df95f12464/0030,223,731,669,1183
5375f8e6-96e9-4f49-97ff-d5df95f12464/0000,234,681,668,1122
5375f8e6-96e9-4f49-97ff-d5df95f12464/0163,286,761,600,1145
5375f8e6-96e9-4f49-97ff-d5df95f12464/0131,242,719,641,1107
5375f8e6-96e9-4f49-97ff-d5df95f12464/0124,203,716,648,1154
5375f8e6-96e9-4f49-97ff-d5df95f12464/0140,213,755,604,1130
5375f8e6-96e9-4f49-97ff-d5df95f12464/0036,237,718,678,1148
5375f8e6-96e9-4f49-97ff-d5df95f12464/0042,216,730,670,1182
5375f8e6-96e9-4f49-97ff-d5df95f12464/0155,292,759,599,1123
5375f8e6-96e9-4f49-97ff-d5df95f12464/0148,284,756,601,1122
5375f8e6-96e9-4f49-97ff-d5df95f12464/0132,233,710,637,1108
5375f8e6-96e9-4f49-97ff-d5df95f12464/0191,234,822,617,1180
5375f8e6-96e9-4f49-97ff-d5df95f12464/0014,245,680,663,1113
5375f8e6-96e9-4f49-97ff-d5df95f12464/0090,237,715,652,1115
5375f8e6-96e9-4f49-97ff-d5df95f12464/0062,224,728,652,1156
5375f8e6-96e9-4f49-97ff-d5df95f12464/0150,290,751,599,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0180,236,764,616,1125
5375f8e6-96e9-4f49-97ff-d5df95f12464/0113,250,733,642,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0143,288,758,598,1131
5375f8e6-96e9-4f49-97ff-d5df95f12464/0045,216,729,669,1177
5375f8e6-96e9-4f49-97ff-d5df95f12464/0172,224,762,607,1141
5375f8e6-96e9-4f49-97ff-d5df95f12464/0098,251,733,647,1112
5375f8e6-96e9-4f49-97ff-d5df95f12464/0066,253,712,651,1207
5375f8e6-96e9-4f49-97ff-d5df95f12464/0044,223,735,678,1188
5375f8e6-96e9-4f49-97ff-d5df95f12464/0072,245,733,648,1134
5375f8e6-96e9-4f49-97ff-d5df95f12464/0043,206,732,672,1195
5375f8e6-96e9-4f49-97ff-d5df95f12464/0099,256,731,644,1106
5375f8e6-96e9-4f49-97ff-d5df95f12464/0149,286,758,598,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0118,206,706,638,1157
5375f8e6-96e9-4f49-97ff-d5df95f12464/0048,239,725,672,1175
5375f8e6-96e9-4f49-97ff-d5df95f12464/0084,243,720,645,1118
5375f8e6-96e9-4f49-97ff-d5df95f12464/0011,225,670,675,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0175,305,764,616,1153
5375f8e6-96e9-4f49-97ff-d5df95f12464/0023,239,705,676,1145
5375f8e6-96e9-4f49-97ff-d5df95f12464/0189,263,829,565,1208
5375f8e6-96e9-4f49-97ff-d5df95f12464/0097,238,723,649,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0156,293,761,621,1137
5375f8e6-96e9-4f49-97ff-d5df95f12464/0151,288,753,603,1123
5375f8e6-96e9-4f49-97ff-d5df95f12464/0092,243,723,640,1104
5375f8e6-96e9-4f49-97ff-d5df95f12464/0088,236,720,638,1118
5375f8e6-96e9-4f49-97ff-d5df95f12464/0176,293,768,613,1167
5375f8e6-96e9-4f49-97ff-d5df95f12464/0006,232,668,670,1166
5375f8e6-96e9-4f49-97ff-d5df95f12464/0082,233,711,655,1113
5375f8e6-96e9-4f49-97ff-d5df95f12464/0116,248,721,638,1109
5375f8e6-96e9-4f49-97ff-d5df95f12464/0010,228,676,661,1110
5375f8e6-96e9-4f49-97ff-d5df95f12464/0106,240,708,639,1101
5375f8e6-96e9-4f49-97ff-d5df95f12464/0158,262,702,585,1097
5375f8e6-96e9-4f49-97ff-d5df95f12464/0144,282,755,600,1123
5375f8e6-96e9-4f49-97ff-d5df95f12464/0060,235,726,654,1154
5375f8e6-96e9-4f49-97ff-d5df95f12464/0166,235,706,608,1071
5375f8e6-96e9-4f49-97ff-d5df95f12464/0081,228,715,647,1120
5375f8e6-96e9-4f49-97ff-d5df95f12464/0135,287,757,589,1126
5375f8e6-96e9-4f49-97ff-d5df95f12464/0029,214,733,674,1195
5375f8e6-96e9-4f49-97ff-d5df95f12464/0186,292,807,592,1146
5375f8e6-96e9-4f49-97ff-d5df95f12464/0053,256,734,666,1148
5375f8e6-96e9-4f49-97ff-d5df95f12464/0055,217,724,679,1181
5375f8e6-96e9-4f49-97ff-d5df95f12464/0105,239,708,641,1102
5375f8e6-96e9-4f49-97ff-d5df95f12464/0035,220,717,665,1161
5375f8e6-96e9-4f49-97ff-d5df95f12464/0016,221,666,676,1131
5375f8e6-96e9-4f49-97ff-d5df95f12464/0120,247,727,642,1120
5375f8e6-96e9-4f49-97ff-d5df95f12464/0173,227,788,610,1144
5375f8e6-96e9-4f49-97ff-d5df95f12464/0018,245,735,665,1174
5375f8e6-96e9-4f49-97ff-d5df95f12464/0136,278,804,557,1088
5375f8e6-96e9-4f49-97ff-d5df95f12464/0094,232,715,651,1113
5375f8e6-96e9-4f49-97ff-d5df95f12464/0183,269,770,594,1142
5375f8e6-96e9-4f49-97ff-d5df95f12464/0177,233,757,618,1120
5375f8e6-96e9-4f49-97ff-d5df95f12464/0050,234,726,662,1173
5375f8e6-96e9-4f49-97ff-d5df95f12464/0020,235,715,662,1161
5375f8e6-96e9-4f49-97ff-d5df95f12464/0024,233,726,665,1178
5375f8e6-96e9-4f49-97ff-d5df95f12464/0123,243,730,645,1126
5375f8e6-96e9-4f49-97ff-d5df95f12464/0019,245,727,669,1178
5375f8e6-96e9-4f49-97ff-d5df95f12464/0009,223,668,692,1148
5375f8e6-96e9-4f49-97ff-d5df95f12464/0121,245,725,642,1116
5375f8e6-96e9-4f49-97ff-d5df95f12464/0167,281,726,594,1102
5375f8e6-96e9-4f49-97ff-d5df95f12464/0100,238,719,642,1124
5375f8e6-96e9-4f49-97ff-d5df95f12464/0103,240,725,637,1113
5375f8e6-96e9-4f49-97ff-d5df95f12464/0085,255,727,641,1116
5375f8e6-96e9-4f49-97ff-d5df95f12464/0005,224,678,671,1116
5375f8e6-96e9-4f49-97ff-d5df95f12464/0139,267,750,569,1095
5375f8e6-96e9-4f49-97ff-d5df95f12464/0061,234,724,647,1150
5375f8e6-96e9-4f49-97ff-d5df95f12464/0001,248,679,673,1105
5375f8e6-96e9-4f49-97ff-d5df95f12464/0089,237,725,643,1119
5375f8e6-96e9-4f49-97ff-d5df95f12464/0184,279,803,586,1155
5375f8e6-96e9-4f49-97ff-d5df95f12464/0012,223,681,669,1128
effc00fc-f301-4971-bb8a-de2261a1db25/0070,405,1002,442,1063
effc00fc-f301-4971-bb8a-de2261a1db25/0027,343,177,553,451
effc00fc-f301-4971-bb8a-de2261a1db25/0128,352,736,449,928
effc00fc-f301-4971-bb8a-de2261a1db25/0021,413,904,457,973
effc00fc-f301-4971-bb8a-de2261a1db25/0015,405,744,482,882
effc00fc-f301-4971-bb8a-de2261a1db25/0104,431,549,600,1024
effc00fc-f301-4971-bb8a-de2261a1db25/0065,417,916,461,1053
effc00fc-f301-4971-bb8a-de2261a1db25/0003,416,815,502,924
effc00fc-f301-4971-bb8a-de2261a1db25/0096,415,1021,502,1102
effc00fc-f301-4971-bb8a-de2261a1db25/0130,385,724,468,889
effc00fc-f301-4971-bb8a-de2261a1db25/0119,406,1010,436,1072
effc00fc-f301-4971-bb8a-de2261a1db25/0032,407,988,452,1038
effc00fc-f301-4971-bb8a-de2261a1db25/0114,408,1089,445,1135
effc00fc-f301-4971-bb8a-de2261a1db25/0091,418,963,458,1017
effc00fc-f301-4971-bb8a-de2261a1db25/0046,406,798,447,889
effc00fc-f301-4971-bb8a-de2261a1db25/0049,415,420,444,469
effc00fc-f301-4971-bb8a-de2261a1db25/0052,408,815,455,886
effc00fc-f301-4971-bb8a-de2261a1db25/0141,324,651,383,921
effc00fc-f301-4971-bb8a-de2261a1db25/0101,412,1390,461,1430
effc00fc-f301-4971-bb8a-de2261a1db25/0127,242,786,420,1050
effc00fc-f301-4971-bb8a-de2261a1db25/0063,397,1034,439,1119
effc00fc-f301-4971-bb8a-de2261a1db25/0117,398,900,447,960
effc00fc-f301-4971-bb8a-de2261a1db25/0040,407,883,444,908
effc00fc-f301-4971-bb8a-de2261a1db25/0129,412,1530,460,1706
effc00fc-f301-4971-bb8a-de2261a1db25/0107,643,0,839,121
effc00fc-f301-4971-bb8a-de2261a1db25/0134,287,1229,316,1300
effc00fc-f301-4971-bb8a-de2261a1db25/0083,394,585,445,658
effc00fc-f301-4971-bb8a-de2261a1db25/0079,389,347,432,447
effc00fc-f301-4971-bb8a-de2261a1db25/0108,437,1498,482,1643
effc00fc-f301-4971-bb8a-de2261a1db25/0057,387,962,512,1232
effc00fc-f301-4971-bb8a-de2261a1db25/0074,357,1595,493,1914
effc00fc-f301-4971-bb8a-de2261a1db25/0110,392,662,436,765
effc00fc-f301-4971-bb8a-de2261a1db25/0039,404,863,445,912
effc00fc-f301-4971-bb8a-de2261a1db25/0115,399,971,436,1030
effc00fc-f301-4971-bb8a-de2261a1db25/0025,334,488,486,670
effc00fc-f301-4971-bb8a-de2261a1db25/0071,394,1074,438,1211
effc00fc-f301-4971-bb8a-de2261a1db25/0028,410,1303,458,1335
effc00fc-f301-4971-bb8a-de2261a1db25/0022,299,612,461,722
effc00fc-f301-4971-bb8a-de2261a1db25/0031,412,1027,458,1093
effc00fc-f301-4971-bb8a-de2261a1db25/0080,403,544,439,584
effc00fc-f301-4971-bb8a-de2261a1db25/0142,374,1302,408,1380
effc00fc-f301-4971-bb8a-de2261a1db25/0008,410,1393,442,1436
effc00fc-f301-4971-bb8a-de2261a1db25/0077,313,521,478,694
effc00fc-f301-4971-bb8a-de2261a1db25/0112,399,406,471,526
effc00fc-f301-4971-bb8a-de2261a1db25/0059,348,1348,553,1827
effc00fc-f301-4971-bb8a-de2261a1db25/0087,422,1089,456,1118
effc00fc-f301-4971-bb8a-de2261a1db25/0004,410,849,510,962
effc00fc-f301-4971-bb8a-de2261a1db25/0051,365,1035,455,1281
effc00fc-f301-4971-bb8a-de2261a1db25/0086,410,628,529,795
effc00fc-f301-4971-bb8a-de2261a1db25/0069,401,963,435,991
effc00fc-f301-4971-bb8a-de2261a1db25/0111,396,713,437,771
effc00fc-f301-4971-bb8a-de2261a1db25/0102,417,1026,446,1071
effc00fc-f301-4971-bb8a-de2261a1db25/0041,410,903,441,933
effc00fc-f301-4971-bb8a-de2261a1db25/0007,410,1453,438,1494
effc00fc-f301-4971-bb8a-de2261a1db25/0068,421,1097,474,1242
effc00fc-f301-4971-bb8a-de2261a1db25/0133,401,1822,477,1914
effc00fc-f301-4971-bb8a-de2261a1db25/0038,405,853,449,904
effc00fc-f301-4971-bb8a-de2261a1db25/0067,416,1017,477,1212
effc00fc-f301-4971-bb8a-de2261a1db25/0037,405,850,451,893
effc00fc-f301-4971-bb8a-de2261a1db25/0064,418,958,447,995
effc00fc-f301-4971-bb8a-de2261a1db25/0126,383,1028,451,1140
effc00fc-f301-4971-bb8a-de2261a1db25/0122,421,932,454,988
effc00fc-f301-4971-bb8a-de2261a1db25/0073,395,1078,436,1219
effc00fc-f301-4971-bb8a-de2261a1db25/0054,6,50,69,197
effc00fc-f301-4971-bb8a-de2261a1db25/0109,405,1056,426,1094
effc00fc-f301-4971-bb8a-de2261a1db25/0056,383,847,503,1059
effc00fc-f301-4971-bb8a-de2261a1db25/0002,427,812,503,894
effc00fc-f301-4971-bb8a-de2261a1db25/0095,423,1078,499,1198
effc00fc-f301-4971-bb8a-de2261a1db25/0013,413,866,452,921
effc00fc-f301-4971-bb8a-de2261a1db25/0034,412,944,441,963
effc00fc-f301-4971-bb8a-de2261a1db25/0137,0,0,0,0
effc00fc-f301-4971-bb8a-de2261a1db25/0026,356,421,522,648
