guid/image/axis,value
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0155/x,-24.28065516
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0155/y,-27.33221477
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0155/z,70.27561805
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0156/x,-8.842408145
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0156/y,-3.758389262
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0156/z,75.39760381
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0157/x,-8.665338645
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0157/y,-3.646532438
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0157/z,77.56777737
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0158/x,-8.277999115
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0158/y,-3.227069351
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0158/z,64.71464326
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0159/x,-8.167330677
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0159/y,-3.143176734
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0159/z,65.10432403
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0160/x,-7.934926959
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0160/y,-2.83557047
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0160/z,55.21223135
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0161/x,-7.680389553
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0161/y,-2.863534676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0161/z,47.72910821
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0162/x,-8.023461709
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0162/y,-2.5
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0162/z,44.89739624
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0163/x,-8.565737052
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0163/y,-1.856823266
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0163/z,30.59935742
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0164/x,-10.36963258
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0164/y,-1.409395973
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0164/z,20.71641042
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0165/x,-17.14254095
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0165/y,2.729306488
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0165/z,9.900453613
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0166/x,-16.92120407
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0166/y,-5.659955257
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0166/z,40.38029512
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0167/x,-15.82558654
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0167/y,-4.429530201
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0167/z,25.94841503
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0168/x,-15.53784861
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0168/y,-3.36689038
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0168/z,19.24026877
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0169/x,-17.45241257
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0169/y,0.380313199
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0169/z,11.89980002
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0170/x,-9.074811864
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0170/y,-2.360178971
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0170/z,12.86248846
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0171/x,-21.35900841
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0171/y,-2.080536913
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0171/z,44.81987545
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0172/x,-19.57724657
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0172/y,-3.031319911
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0172/z,33.28297002
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0173/x,-16.79946879
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0173/y,-0.43064877
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0173/z,39.5483342
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0174/x,-15.37184595
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0174/y,-0.96196868
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0174/z,54.50792552
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0175/x,-15.49358123
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0175/y,-1.912751678
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0175/z,27.04402827
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0176/x,-17.19787517
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0176/y,-0.878076063
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0176/z,17.94930923
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0177/x,-20.88313413
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0177/y,2.086129754
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0177/z,8.447447865
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0178/x,-8.731739708
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0178/y,-1.940715884
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0178/z,55.62071676
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0179/x,-12.81540505
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0179/y,-2.611856823
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0179/z,69.41851982
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0180/x,-8.012394865
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0180/y,-1.856823266
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0180/z,55.44571608
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0181/x,-8.809207614
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0181/y,-1.744966443
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0181/z,34.27579925
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0182/x,-10.4249668
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0182/y,-1.017897092
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0182/z,24.57357903
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0183/x,-14.67463479
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0183/y,0.631991051
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0183/z,15.05884879
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0184/x,-24.28065516
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0184/y,-27.33221477
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0184/z,23.42978165
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0185/x,7.957060646
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0185/y,-5.799776286
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0185/z,38.82797976
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0186/x,4.20540062
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0186/y,-3.758389262
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0186/z,32.58129078
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0187/x,-0.597609562
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0187/y,-2.16442953
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0187/z,24.84008954
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0188/x,-4.6812749
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0188/y,-1.353467562
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0188/z,19.08747596
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0189/x,-17.57414785
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0189/y,-8.120805369
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0189/z,49.89744348
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0190/x,-15.29437804
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0190/y,-7.142058166
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0190/z,42.00398903
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0191/x,-14.89597167
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0191/y,-3.814317673
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0191/z,29.2566183
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0192/x,-16.65559982
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0192/y,-3.422818792
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0192/z,19.36751392
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0193/x,-21.31474104
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0193/y,-8.176733781
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0193/z,70.79381856
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0194/x,-20.19698982
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0194/y,-8.624161074
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0194/z,68.61592883
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0195/x,-18.35989376
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0195/y,-7.365771812
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0195/z,64.40831293
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0196/x,-17.10934042
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0196/y,-5.715883669
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0196/z,66.50698198
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0197/x,-16.38999557
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0197/y,-5.939597315
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0197/z,74.54330355
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0198/x,-15.36077911
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0198/y,-5.659955257
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0198/z,58.68303161
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0199/x,-14.61930058
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0199/y,-4.37360179
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0199/z,58.10959324
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0200/x,-14.63036742
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0200/y,-3.70246085
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0200/z,48.67077952
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0201/x,-13.98849048
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0201/y,-4.065995526
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0201/z,33.50390992
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0202/x,-13.62328464
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0202/y,-2.444071588
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0202/z,25.3387165
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0203/x,-15.9915892
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0203/y,-0.402684564
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0203/z,16.2658564
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0204/x,-22.14475432
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0204/y,2.337807606
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0204/z,8.705562933
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0205/x,-0.332005312
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0205/y,-5.967561521
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0205/z,73.92757511
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0206/x,-0.664010624
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0206/y,-6.10738255
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0206/z,76.0617409
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0207/x,-1.217352811
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0207/y,-5.436241611
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0207/z,79.2881653
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0208/x,-1.527224436
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0208/y,-5.548098434
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0208/z,76.17169581
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0209/x,-1.969898185
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0209/y,-5.548098434
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0209/z,69.20558112
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0210/x,-2.27976981
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0210/y,-4.429530201
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0210/z,60.6753816
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0211/x,-2.788844622
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0211/y,-4.317673378
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0211/z,53.9779742
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0212/x,-3.253652058
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0212/y,-4.261744966
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0212/z,50.04438209
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0213/x,-4.493138557
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0213/y,-4.261744966
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0213/z,40.13065779
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0214/x,-5.621956618
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0214/y,-3.534675615
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0214/z,29.9626767
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0215/x,-7.115980522
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0215/y,-3.199105145
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0215/z,25.12462174
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0216/x,-10.21469677
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0216/y,-2.583892617
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0216/z,18.5344842
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0217/x,-17.71801682
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0217/y,1.10738255
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0217/z,7.640376385
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0218/x,-1.228419655
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0218/y,-2.975391499
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0218/z,65.50049493
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0219/x,-3.242585215
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0219/y,-3.422818792
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0219/z,56.96861413
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0220/x,-5.278884462
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0220/y,-3.003355705
748e842e-ed85-45ca-b8f1-4acdcb76f3eb/0220/z,58.42332608
90f7f6d8-5492-4944-adde-a7826caa03e4/0000/x,15.03984064
90f7f6d8-5492-4944-adde-a7826caa03e4/0000/y,-1.521252796
90f7f6d8-5492-4944-adde-a7826caa03e4/0000/z,43.65064718
90f7f6d8-5492-4944-adde-a7826caa03e4/0001/x,10.38069942
90f7f6d8-5492-4944-adde-a7826caa03e4/0001/y,-0.346756152
90f7f6d8-5492-4944-adde-a7826caa03e4/0001/z,13.25958283
90f7f6d8-5492-4944-adde-a7826caa03e4/0002/x,-1.239486498
90f7f6d8-5492-4944-adde-a7826caa03e4/0002/y,1.163310962
90f7f6d8-5492-4944-adde-a7826caa03e4/0002/z,6.656654161
90f7f6d8-5492-4944-adde-a7826caa03e4/0003/x,-0.387339531
90f7f6d8-5492-4944-adde-a7826caa03e4/0003/y,-0.598434004
90f7f6d8-5492-4944-adde-a7826caa03e4/0003/z,6.180119408
90f7f6d8-5492-4944-adde-a7826caa03e4/0004/x,15.70385126
90f7f6d8-5492-4944-adde-a7826caa03e4/0004/y,-3.199105145
90f7f6d8-5492-4944-adde-a7826caa03e4/0004/z,17.50599649
90f7f6d8-5492-4944-adde-a7826caa03e4/0005/x,15.83665339
90f7f6d8-5492-4944-adde-a7826caa03e4/0005/y,-3.422818792
90f7f6d8-5492-4944-adde-a7826caa03e4/0005/z,17.46349193
90f7f6d8-5492-4944-adde-a7826caa03e4/0006/x,15.8145197
90f7f6d8-5492-4944-adde-a7826caa03e4/0006/y,-3.478747204
90f7f6d8-5492-4944-adde-a7826caa03e4/0006/z,17.500933
90f7f6d8-5492-4944-adde-a7826caa03e4/0007/x,15.83665339
90f7f6d8-5492-4944-adde-a7826caa03e4/0007/y,-3.422818792
90f7f6d8-5492-4944-adde-a7826caa03e4/0007/z,17.46349193
90f7f6d8-5492-4944-adde-a7826caa03e4/0008/x,15.84772023
90f7f6d8-5492-4944-adde-a7826caa03e4/0008/y,-3.422818792
90f7f6d8-5492-4944-adde-a7826caa03e4/0008/z,17.46349193
90f7f6d8-5492-4944-adde-a7826caa03e4/0009/x,15.83665339
90f7f6d8-5492-4944-adde-a7826caa03e4/0009/y,-3.450782998
90f7f6d8-5492-4944-adde-a7826caa03e4/0009/z,17.46349193
90f7f6d8-5492-4944-adde-a7826caa03e4/0010/x,15.84772023
90f7f6d8-5492-4944-adde-a7826caa03e4/0010/y,-3.394854586
90f7f6d8-5492-4944-adde-a7826caa03e4/0010/z,17.46349193
90f7f6d8-5492-4944-adde-a7826caa03e4/0011/x,-0.475874281
90f7f6d8-5492-4944-adde-a7826caa03e4/0011/y,0.659955257
90f7f6d8-5492-4944-adde-a7826caa03e4/0011/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0012/x,15.84772023
90f7f6d8-5492-4944-adde-a7826caa03e4/0012/y,-3.422818792
90f7f6d8-5492-4944-adde-a7826caa03e4/0012/z,17.46349193
90f7f6d8-5492-4944-adde-a7826caa03e4/0013/x,15.84772023
90f7f6d8-5492-4944-adde-a7826caa03e4/0013/y,-3.422818792
90f7f6d8-5492-4944-adde-a7826caa03e4/0013/z,17.46349193
90f7f6d8-5492-4944-adde-a7826caa03e4/0014/x,15.83665339
90f7f6d8-5492-4944-adde-a7826caa03e4/0014/y,-3.394854586
90f7f6d8-5492-4944-adde-a7826caa03e4/0014/z,17.46349193
90f7f6d8-5492-4944-adde-a7826caa03e4/0015/x,-0.498007968
90f7f6d8-5492-4944-adde-a7826caa03e4/0015/y,0.743847875
90f7f6d8-5492-4944-adde-a7826caa03e4/0015/z,5.979465102
90f7f6d8-5492-4944-adde-a7826caa03e4/0016/x,-0.475874281
90f7f6d8-5492-4944-adde-a7826caa03e4/0016/y,0.771812081
90f7f6d8-5492-4944-adde-a7826caa03e4/0016/z,5.977065093
90f7f6d8-5492-4944-adde-a7826caa03e4/0017/x,-0.475874281
90f7f6d8-5492-4944-adde-a7826caa03e4/0017/y,0.743847875
90f7f6d8-5492-4944-adde-a7826caa03e4/0017/z,5.979465102
90f7f6d8-5492-4944-adde-a7826caa03e4/0018/x,-0.486941124
90f7f6d8-5492-4944-adde-a7826caa03e4/0018/y,0.631991051
90f7f6d8-5492-4944-adde-a7826caa03e4/0018/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0019/x,-0.453740593
90f7f6d8-5492-4944-adde-a7826caa03e4/0019/y,0.659955257
90f7f6d8-5492-4944-adde-a7826caa03e4/0019/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0020/x,-0.475874281
90f7f6d8-5492-4944-adde-a7826caa03e4/0020/y,0.715883669
90f7f6d8-5492-4944-adde-a7826caa03e4/0020/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0021/x,15.86985392
90f7f6d8-5492-4944-adde-a7826caa03e4/0021/y,-3.70246085
90f7f6d8-5492-4944-adde-a7826caa03e4/0021/z,34.91397869
90f7f6d8-5492-4944-adde-a7826caa03e4/0022/x,-0.509074812
90f7f6d8-5492-4944-adde-a7826caa03e4/0022/y,0.631991051
90f7f6d8-5492-4944-adde-a7826caa03e4/0022/z,6.178462211
90f7f6d8-5492-4944-adde-a7826caa03e4/0023/x,-0.498007968
90f7f6d8-5492-4944-adde-a7826caa03e4/0023/y,0.548098434
90f7f6d8-5492-4944-adde-a7826caa03e4/0023/z,6.178462211
90f7f6d8-5492-4944-adde-a7826caa03e4/0024/x,-0.464807437
90f7f6d8-5492-4944-adde-a7826caa03e4/0024/y,0.659955257
90f7f6d8-5492-4944-adde-a7826caa03e4/0024/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0025/x,-0.486941124
90f7f6d8-5492-4944-adde-a7826caa03e4/0025/y,0.520134228
90f7f6d8-5492-4944-adde-a7826caa03e4/0025/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0026/x,-0.464807437
90f7f6d8-5492-4944-adde-a7826caa03e4/0026/y,0.520134228
90f7f6d8-5492-4944-adde-a7826caa03e4/0026/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0027/x,-0.464807437
90f7f6d8-5492-4944-adde-a7826caa03e4/0027/y,0.436241611
90f7f6d8-5492-4944-adde-a7826caa03e4/0027/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0028/x,-0.475874281
90f7f6d8-5492-4944-adde-a7826caa03e4/0028/y,0.604026846
90f7f6d8-5492-4944-adde-a7826caa03e4/0028/z,6.184089932
90f7f6d8-5492-4944-adde-a7826caa03e4/0029/x,-0.464807437
90f7f6d8-5492-4944-adde-a7826caa03e4/0029/y,0.604026846
90f7f6d8-5492-4944-adde-a7826caa03e4/0029/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0030/x,-0.509074812
90f7f6d8-5492-4944-adde-a7826caa03e4/0030/y,0.604026846
90f7f6d8-5492-4944-adde-a7826caa03e4/0030/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0031/x,-0.486941124
90f7f6d8-5492-4944-adde-a7826caa03e4/0031/y,0.604026846
90f7f6d8-5492-4944-adde-a7826caa03e4/0031/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0032/x,-0.509074812
90f7f6d8-5492-4944-adde-a7826caa03e4/0032/y,0.631991051
90f7f6d8-5492-4944-adde-a7826caa03e4/0032/z,6.184089932
90f7f6d8-5492-4944-adde-a7826caa03e4/0033/x,-0.498007968
90f7f6d8-5492-4944-adde-a7826caa03e4/0033/y,0.520134228
90f7f6d8-5492-4944-adde-a7826caa03e4/0033/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0034/x,-0.486941124
90f7f6d8-5492-4944-adde-a7826caa03e4/0034/y,0.464205817
90f7f6d8-5492-4944-adde-a7826caa03e4/0034/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0035/x,-0.520141656
90f7f6d8-5492-4944-adde-a7826caa03e4/0035/y,0.548098434
90f7f6d8-5492-4944-adde-a7826caa03e4/0035/z,6.178462211
90f7f6d8-5492-4944-adde-a7826caa03e4/0036/x,-0.520141656
90f7f6d8-5492-4944-adde-a7826caa03e4/0036/y,0.604026846
90f7f6d8-5492-4944-adde-a7826caa03e4/0036/z,6.184089932
90f7f6d8-5492-4944-adde-a7826caa03e4/0037/x,-0.520141656
90f7f6d8-5492-4944-adde-a7826caa03e4/0037/y,0.492170022
90f7f6d8-5492-4944-adde-a7826caa03e4/0037/z,6.181012379
90f7f6d8-5492-4944-adde-a7826caa03e4/0038/x,-0.486941124
90f7f6d8-5492-4944-adde-a7826caa03e4/0038/y,0.548098434
90f7f6d8-5492-4944-adde-a7826caa03e4/0038/z,6.181543639
90f7f6d8-5492-4944-adde-a7826caa03e4/0039/x,-0.509074812
90f7f6d8-5492-4944-adde-a7826caa03e4/0039/y,0.548098434
90f7f6d8-5492-4944-adde-a7826caa03e4/0039/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0040/x,-0.486941124
90f7f6d8-5492-4944-adde-a7826caa03e4/0040/y,0.631991051
90f7f6d8-5492-4944-adde-a7826caa03e4/0040/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0041/x,-0.498007968
90f7f6d8-5492-4944-adde-a7826caa03e4/0041/y,0.659955257
90f7f6d8-5492-4944-adde-a7826caa03e4/0041/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0042/x,-0.486941124
90f7f6d8-5492-4944-adde-a7826caa03e4/0042/y,0.492170022
90f7f6d8-5492-4944-adde-a7826caa03e4/0042/z,6.178462211
90f7f6d8-5492-4944-adde-a7826caa03e4/0043/x,-0.498007968
90f7f6d8-5492-4944-adde-a7826caa03e4/0043/y,0.492170022
90f7f6d8-5492-4944-adde-a7826caa03e4/0043/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0044/x,-0.542275343
90f7f6d8-5492-4944-adde-a7826caa03e4/0044/y,0.464205817
90f7f6d8-5492-4944-adde-a7826caa03e4/0044/z,6.272863857
90f7f6d8-5492-4944-adde-a7826caa03e4/0045/x,-0.542275343
90f7f6d8-5492-4944-adde-a7826caa03e4/0045/y,0.492170022
90f7f6d8-5492-4944-adde-a7826caa03e4/0045/z,6.181010474
90f7f6d8-5492-4944-adde-a7826caa03e4/0046/x,-0.542275343
90f7f6d8-5492-4944-adde-a7826caa03e4/0046/y,0.436241611
90f7f6d8-5492-4944-adde-a7826caa03e4/0046/z,6.181010474
90f7f6d8-5492-4944-adde-a7826caa03e4/0047/x,-0.553342187
90f7f6d8-5492-4944-adde-a7826caa03e4/0047/y,0.464205817
90f7f6d8-5492-4944-adde-a7826caa03e4/0047/z,6.181010474
90f7f6d8-5492-4944-adde-a7826caa03e4/0048/x,-0.564409031
90f7f6d8-5492-4944-adde-a7826caa03e4/0048/y,0.380313199
90f7f6d8-5492-4944-adde-a7826caa03e4/0048/z,6.410581677
90f7f6d8-5492-4944-adde-a7826caa03e4/0049/x,-0.520141656
90f7f6d8-5492-4944-adde-a7826caa03e4/0049/y,0.436241611
90f7f6d8-5492-4944-adde-a7826caa03e4/0049/z,6.178462211
90f7f6d8-5492-4944-adde-a7826caa03e4/0050/x,-0.498007968
90f7f6d8-5492-4944-adde-a7826caa03e4/0050/y,0.408277405
90f7f6d8-5492-4944-adde-a7826caa03e4/0050/z,6.181541669
90f7f6d8-5492-4944-adde-a7826caa03e4/0051/x,-0.564409031
90f7f6d8-5492-4944-adde-a7826caa03e4/0051/y,0.380313199
90f7f6d8-5492-4944-adde-a7826caa03e4/0051/z,6.410581677
90f7f6d8-5492-4944-adde-a7826caa03e4/0052/x,-0.520141656
90f7f6d8-5492-4944-adde-a7826caa03e4/0052/y,0.464205817
90f7f6d8-5492-4944-adde-a7826caa03e4/0052/z,6.181010474
